ANO,UF,REGIAO,REDE,nota_media,nota_mediana,n_participantes,AREA
2024,PB,Nordeste,Privada,600.21,607.45,5005,Matemática
2024,PB,Nordeste,Privada,803.27,840.00,5005,Redação
2024,PB,Nordeste,Pública,476.94,475.90,23621,Ciências Humanas
2024,PB,Nordeste,Pública,462.19,454.90,23621,Ciências da Natureza
2024,PB,Nordeste,Pública,496.77,503.40,23621,Linguagens e Códigos
2024,PB,Nordeste,Pública,486.61,461.80,23621,Matemática
2024,PB,Nordeste,Pública,597.82,640.00,23621,Redação
2024,PE,Nordeste,Privada,562.16,571.60,9497,Ciências Humanas
2024,PE,Nordeste,Privada,535.69,538.90,9497,Ciências da Natureza
2024,PE,Nordeste,Privada,558.33,563.80,9497,Linguagens e Códigos
2024,PE,Nordeste,Privada,607.40,615.70,9497,Matemática
2024,PE,Nordeste,Privada,770.12,800.00,9497,Redação
2024,PE,Nordeste,Pública,478.25,477.90,54721,Ciências Humanas
2024,PE,Nordeste,Pública,463.36,455.90,54721,Ciências da Natureza
2024,PE,Nordeste,Pública,500.22,507.40,54721,Linguagens e Códigos
2024,PE,Nordeste,Pública,496.07,470.30,54721,Matemática
2024,PE,Nordeste,Pública,587.99,620.00,54721,Redação
2024,PI,Nordeste,Privada,572.19,581.40,3673,Ciências Humanas
2024,PI,Nordeste,Privada,546.54,549.60,3673,Ciências da Natureza
2024,PI,Nordeste,Privada,563.92,570.40,3673,Linguagens e Códigos
2024,PI,Nordeste,Privada,622.85,632.10,3673,Matemática
2024,PI,Nordeste,Privada,830.48,880.00,3673,Redação
2024,PI,Nordeste,Pública,465.79,462.80,23969,Ciências Humanas
2024,PI,Nordeste,Pública,456.68,450.10,23969,Ciências da Natureza
2024,PI,Nordeste,Pública,489.91,494.10,23969,Linguagens e Códigos
2024,PI,Nordeste,Pública,485.46,459.40,23969,Matemática
2024,PI,Nordeste,Pública,608.50,620.00,23969,Redação
2024,PR,Sul,Privada,571.81,578.80,14179,Ciências Humanas
2024,PR,Sul,Privada,558.06,564.70,14179,Ciências da Natureza
2024,PR,Sul,Privada,568.08,573.70,14179,Linguagens e Códigos
2024,PR,Sul,Privada,618.75,632.80,14179,Matemática
2024,PR,Sul,Privada,737.86,760.00,14179,Redação
2024,PR,Sul,Pública,502.89,508.70,50667,Ciências Humanas
2024,PR,Sul,Pública,484.47,482.80,50667,Ciências da Natureza
2024,PR,Sul,Pública,524.22,530.30,50667,Linguagens e Códigos
2024,PR,Sul,Pública,506.04,484.60,50667,Matemática
2024,PR,Sul,Pública,598.30,600.00,50667,Redação
2024,RJ,Sudeste,Privada,571.81,579.40,27565,Ciências Humanas
2024,RJ,Sudeste,Privada,544.15,550.60,27565,Ciências da Natureza
2024,RJ,Sudeste,Privada,565.36,571.10,27565,Linguagens e Códigos
2024,RJ,Sudeste,Privada,613.68,626.60,27565,Matemática
2024,RJ,Sudeste,Privada,766.53,800.00,27565,Redação
2024,RJ,Sudeste,Pública,493.17,497.10,49953,Ciências Humanas
2024,RJ,Sudeste,Pública,472.52,466.60,49953,Ciências da Natureza
2024,RJ,Sudeste,Pública,514.54,521.80,49953,Linguagens e Códigos
2024,RJ,Sudeste,Pública,496.51,472.30,49953,Matemática
2024,RJ,Sudeste,Pública,586.88,600.00,49953,Redação
2024,RN,Nordeste,Privada,565.66,572.45,4256,Ciências Humanas
2024,RN,Nordeste,Privada,538.47,542.25,4256,Ciências da Natureza
2024,RN,Nordeste,Privada,556.75,562.20,4256,Linguagens e Códigos
2024,RN,Nordeste,Privada,599.30,610.40,4256,Matemática
2024,RN,Nordeste,Privada,786.80,840.00,4256,Redação
2024,RN,Nordeste,Pública,491.58,493.85,20430,Ciências Humanas
2024,RN,Nordeste,Pública,477.58,472.00,20430,Ciências da Natureza
2024,RN,Nordeste,Pública,510.13,516.10,20430,Linguagens e Códigos
2024,RN,Nordeste,Pública,502.23,473.80,20430,Matemática
2024,RN,Nordeste,Pública,617.82,640.00,20430,Redação
2024,RO,Norte,Privada,542.60,552.00,1093,Ciências Humanas
2024,RO,Norte,Privada,528.27,534.40,1093,Ciências da Natureza
2024,RO,Norte,Privada,545.31,551.70,1093,Linguagens e Códigos
2024,RO,Norte,Privada,573.56,578.20,1093,Matemática
2024,RO,Norte,Privada,737.73,780.00,1093,Redação
2024,RO,Norte,Pública,477.39,478.70,9654,Ciências Humanas
2024,RO,Norte,Pública,470.39,466.20,9654,Ciências da Natureza
2024,RO,Norte,Pública,496.12,503.40,9654,Linguagens e Códigos
2024,RO,Norte,Pública,487.55,464.15,9654,Matemática
2024,RO,Norte,Pública,607.24,640.00,9654,Redação
2024,RR,Norte,Privada,555.24,562.65,360,Ciências Humanas
2024,RR,Norte,Privada,536.55,539.70,360,Ciências da Natureza
2024,RR,Norte,Privada,552.88,559.00,360,Linguagens e Códigos
2024,RR,Norte,Privada,567.17,566.75,360,Matemática
2024,RR,Norte,Privada,715.83,740.00,360,Redação
2024,RR,Norte,Pública,481.86,482.70,3202,Ciências Humanas
2024,RR,Norte,Pública,470.89,462.35,3202,Ciências da Natureza
2024,RR,Norte,Pública,499.92,507.10,3202,Linguagens e Códigos
2024,RR,Norte,Pública,480.98,459.50,3202,Matemática
2024,RR,Norte,Pública,561.45,600.00,3202,Redação
2024,RS,Sul,Privada,576.64,583.60,10975,Ciências Humanas
2024,RS,Sul,Privada,550.71,559.60,10975,Ciências da Natureza
2024,RS,Sul,Privada,574.18,580.20,10975,Linguagens e Códigos
2024,RS,Sul,Privada,621.08,637.50,10975,Matemática
2024,RS,Sul,Privada,765.21,800.00,10975,Redação
2024,RS,Sul,Pública,511.33,518.00,39170,Ciências Humanas
2024,RS,Sul,Pública,487.13,484.70,39170,Ciências da Natureza
2024,RS,Sul,Pública,529.54,535.60,39170,Linguagens e Códigos
2024,RS,Sul,Pública,517.01,496.40,39170,Matemática
2024,RS,Sul,Pública,624.11,640.00,39170,Redação
2024,SC,Sul,Privada,581.99,588.90,8729,Ciências Humanas
2024,SC,Sul,Privada,564.63,571.40,8729,Ciências da Natureza
2024,SC,Sul,Privada,574.50,580.20,8729,Linguagens e Códigos
2024,SC,Sul,Privada,634.05,649.40,8729,Matemática
2024,SC,Sul,Privada,762.25,780.00,8729,Redação
2024,SC,Sul,Pública,516.59,523.70,23515,Ciências Humanas
2024,SC,Sul,Pública,493.60,495.00,23515,Ciências da Natureza
2024,SC,Sul,Pública,532.14,538.10,23515,Linguagens e Códigos
2024,SC,Sul,Pública,515.95,500.50,23515,Matemática
2024,SC,Sul,Pública,627.13,640.00,23515,Redação
2024,SE,Nordeste,Privada,566.47,575.70,3121,Ciências Humanas
2024,SE,Nordeste,Privada,538.57,541.20,3121,Ciências da Natureza
2024,SE,Nordeste,Privada,559.55,566.50,3121,Linguagens e Códigos
2024,SE,Nordeste,Privada,600.31,608.70,3121,Matemática
2024,SE,Nordeste,Privada,795.62,840.00,3121,Redação
2024,SE,Nordeste,Pública,468.02,466.00,14282,Ciências Humanas
2024,SE,Nordeste,Pública,458.13,450.50,14282,Ciências da Natureza
2024,SE,Nordeste,Pública,488.64,494.40,14282,Linguagens e Códigos
2024,SE,Nordeste,Pública,479.27,454.20,14282,Matemática
2024,SE,Nordeste,Pública,599.72,640.00,14282,Redação
2024,SP,Sudeste,Privada,570.61,576.90,70457,Ciências Humanas
2024,SP,Sudeste,Privada,552.42,557.90,70457,Ciências da Natureza
2024,SP,Sudeste,Privada,568.72,573.40,70457,Linguagens e Códigos
2024,SP,Sudeste,Privada,620.27,633.30,70457,Matemática
2024,SP,Sudeste,Privada,745.36,760.00,70457,Redação
2024,SP,Sudeste,Pública,508.99,516.50,146941,Ciências Humanas
2024,SP,Sudeste,Pública,482.23,480.50,146941,Ciências da Natureza
2024,SP,Sudeste,Pública,528.88,536.80,146941,Linguagens e Códigos
2024,SP,Sudeste,Pública,513.89,494.80,146941,Matemática
2024,SP,Sudeste,Pública,607.29,600.00,146941,Redação
2024,TO,Norte,Privada,571.78,582.90,921,Ciências Humanas
2024,TO,Norte,Privada,551.17,556.40,921,Ciências da Natureza
2024,TO,Norte,Privada,561.92,570.80,921,Linguagens e Códigos
2024,TO,Norte,Privada,607.41,624.20,921,Matemática
2024,TO,Norte,Privada,792.88,820.00,921,Redação
2024,TO,Norte,Pública,463.15,460.70,8587,Ciências Humanas
2024,TO,Norte,Pública,457.05,450.60,8587,Ciências da Natureza
2024,TO,Norte,Pública,488.03,494.30,8587,Linguagens e Códigos
2024,TO,Norte,Pública,478.09,453.50,8587,Matemática
2024,TO,Norte,Pública,571.89,600.00,8587,Redação
